GISJOIN,YEAR,ZCTA5A,NAME_E,AH1PE001,NAME_M,AH1PM001
G22201,2013-2017,22201,ZCTA5 22201,120493,ZCTA5 22201,3803
G22202,2013-2017,22202,ZCTA5 22202,107760,ZCTA5 22202,3753
G22203,2013-2017,22203,ZCTA5 22203,104171,ZCTA5 22203,5687
G22204,2013-2017,22204,ZCTA5 22204,81985,ZCTA5 22204,5203
G22205,2013-2017,22205,ZCTA5 22205,180405,ZCTA5 22205,10364
G22206,2013-2017,22206,ZCTA5 22206,106000,ZCTA5 22206,5354
G22207,2013-2017,22207,ZCTA5 22207,176183,ZCTA5 22207,10453
G22209,2013-2017,22209,ZCTA5 22209,106424,ZCTA5 22209,4585
G22211,2013-2017,22211,ZCTA5 22211,,ZCTA5 22211,
G22213,2013-2017,22213,ZCTA5 22213,165341,ZCTA5 22213,18252
G22214,2013-2017,22214,ZCTA5 22214,,ZCTA5 22214,
G22301,2013-2017,22301,ZCTA5 22301,145893,ZCTA5 22301,12233
G22302,2013-2017,22302,ZCTA5 22302,103785,ZCTA5 22302,2779
G22303,2013-2017,22303,ZCTA5 22303,93206,ZCTA5 22303,5151
G22304,2013-2017,22304,ZCTA5 22304,80470,ZCTA5 22304,2584
G22305,2013-2017,22305,ZCTA5 22305,90173,ZCTA5 22305,7464
G22306,2013-2017,22306,ZCTA5 22306,74129,ZCTA5 22306,5488
G22307,2013-2017,22307,ZCTA5 22307,109113,ZCTA5 22307,10411
G22308,2013-2017,22308,ZCTA5 22308,175347,ZCTA5 22308,13580
G22309,2013-2017,22309,ZCTA5 22309,83093,ZCTA5 22309,3979
G22310,2013-2017,22310,ZCTA5 22310,121584,ZCTA5 22310,5417
G22311,2013-2017,22311,ZCTA5 22311,62110,ZCTA5 22311,4331
G22312,2013-2017,22312,ZCTA5 22312,78901,ZCTA5 22312,5406
G22314,2013-2017,22314,ZCTA5 22314,122689,ZCTA5 22314,4821
G22315,2013-2017,22315,ZCTA5 22315,129134,ZCTA5 22315,6705
G22401,2013-2017,22401,ZCTA5 22401,57258,ZCTA5 22401,3631
G22405,2013-2017,22405,ZCTA5 22405,87923,ZCTA5 22405,3976
G22406,2013-2017,22406,ZCTA5 22406,100176,ZCTA5 22406,7612
G22407,2013-2017,22407,ZCTA5 22407,80150,ZCTA5 22407,2986
G22408,2013-2017,22408,ZCTA5 22408,86855,ZCTA5 22408,4215
G22427,2013-2017,22427,ZCTA5 22427,53188,ZCTA5 22427,12915
G22432,2013-2017,22432,ZCTA5 22432,,ZCTA5 22432,
G22433,2013-2017,22433,ZCTA5 22433,80781,ZCTA5 22433,76567
G22435,2013-2017,22435,ZCTA5 22435,49896,ZCTA5 22435,9597
G22436,2013-2017,22436,ZCTA5 22436,85313,ZCTA5 22436,55763
G22437,2013-2017,22437,ZCTA5 22437,53568,ZCTA5 22437,11971
G22438,2013-2017,22438,ZCTA5 22438,,ZCTA5 22438,
G22443,2013-2017,22443,ZCTA5 22443,59789,ZCTA5 22443,7405
G22448,2013-2017,22448,ZCTA5 22448,56719,ZCTA5 22448,9571
G22454,2013-2017,22454,ZCTA5 22454,65417,ZCTA5 22454,13981
G22460,2013-2017,22460,ZCTA5 22460,52212,ZCTA5 22460,7049
G22469,2013-2017,22469,ZCTA5 22469,44650,ZCTA5 22469,15901
G22473,2013-2017,22473,ZCTA5 22473,56442,ZCTA5 22473,3867
G22476,2013-2017,22476,ZCTA5 22476,71293,ZCTA5 22476,33878
G22480,2013-2017,22480,ZCTA5 22480,73333,ZCTA5 22480,23665
G22482,2013-2017,22482,ZCTA5 22482,42352,ZCTA5 22482,12483
G22485,2013-2017,22485,ZCTA5 22485,85685,ZCTA5 22485,6566
G22488,2013-2017,22488,ZCTA5 22488,44643,ZCTA5 22488,15663
G22503,2013-2017,22503,ZCTA5 22503,52083,ZCTA5 22503,17473
G22504,2013-2017,22504,ZCTA5 22504,81096,ZCTA5 22504,829
G22508,2013-2017,22508,ZCTA5 22508,81726,ZCTA5 22508,9084
G22509,2013-2017,22509,ZCTA5 22509,,ZCTA5 22509,
G22511,2013-2017,22511,ZCTA5 22511,57009,ZCTA5 22511,11390
G22514,2013-2017,22514,ZCTA5 22514,58438,ZCTA5 22514,11996
G22520,2013-2017,22520,ZCTA5 22520,66582,ZCTA5 22520,13920
G22529,2013-2017,22529,ZCTA5 22529,35125,ZCTA5 22529,10262
G22530,2013-2017,22530,ZCTA5 22530,,ZCTA5 22530,
G22534,2013-2017,22534,ZCTA5 22534,59509,ZCTA5 22534,18335
G22535,2013-2017,22535,ZCTA5 22535,52616,ZCTA5 22535,14280
G22538,2013-2017,22538,ZCTA5 22538,,ZCTA5 22538,
G22539,2013-2017,22539,ZCTA5 22539,73451,ZCTA5 22539,15103
G22542,2013-2017,22542,ZCTA5 22542,71658,ZCTA5 22542,8528
G22546,2013-2017,22546,ZCTA5 22546,64295,ZCTA5 22546,6655
G22548,2013-2017,22548,ZCTA5 22548,,ZCTA5 22548,
G22551,2013-2017,22551,ZCTA5 22551,78192,ZCTA5 22551,5006
G22553,2013-2017,22553,ZCTA5 22553,88991,ZCTA5 22553,8336
G22554,2013-2017,22554,ZCTA5 22554,112639,ZCTA5 22554,3666
G22556,2013-2017,22556,ZCTA5 22556,104083,ZCTA5 22556,5865
G22560,2013-2017,22560,ZCTA5 22560,46369,ZCTA5 22560,8888
G22567,2013-2017,22567,ZCTA5 22567,49722,ZCTA5 22567,9853
G22572,2013-2017,22572,ZCTA5 22572,46463,ZCTA5 22572,4928
G22576,2013-2017,22576,ZCTA5 22576,42500,ZCTA5 22576,15173
G22578,2013-2017,22578,ZCTA5 22578,62188,ZCTA5 22578,14854
G22579,2013-2017,22579,ZCTA5 22579,,ZCTA5 22579,
G22580,2013-2017,22580,ZCTA5 22580,47366,ZCTA5 22580,8001
G22601,2013-2017,22601,ZCTA5 22601,50361,ZCTA5 22601,3624
G22602,2013-2017,22602,ZCTA5 22602,74273,ZCTA5 22602,3522
G22603,2013-2017,22603,ZCTA5 22603,66307,ZCTA5 22603,4137
G22610,2013-2017,22610,ZCTA5 22610,61477,ZCTA5 22610,12868
G22611,2013-2017,22611,ZCTA5 22611,67286,ZCTA5 22611,8200
G22620,2013-2017,22620,ZCTA5 22620,88603,ZCTA5 22620,21235
G22623,2013-2017,22623,ZCTA5 22623,70761,ZCTA5 22623,37867
G22624,2013-2017,22624,ZCTA5 22624,64056,ZCTA5 22624,9244
G22625,2013-2017,22625,ZCTA5 22625,77375,ZCTA5 22625,27856
G22627,2013-2017,22627,ZCTA5 22627,43750,ZCTA5 22627,14046
G22630,2013-2017,22630,ZCTA5 22630,61819,ZCTA5 22630,3454
G22637,2013-2017,22637,ZCTA5 22637,71065,ZCTA5 22637,23332
G22639,2013-2017,22639,ZCTA5 22639,102361,ZCTA5 22639,51529
G22640,2013-2017,22640,ZCTA5 22640,71429,ZCTA5 22640,61343
G22641,2013-2017,22641,ZCTA5 22641,,ZCTA5 22641,
G22642,2013-2017,22642,ZCTA5 22642,82688,ZCTA5 22642,13628
G22643,2013-2017,22643,ZCTA5 22643,54583,ZCTA5 22643,31080
G22644,2013-2017,22644,ZCTA5 22644,60903,ZCTA5 22644,6911
G22645,2013-2017,22645,ZCTA5 22645,78810,ZCTA5 22645,11950
G22646,2013-2017,22646,ZCTA5 22646,,ZCTA5 22646,
G22650,2013-2017,22650,ZCTA5 22650,52969,ZCTA5 22650,10367
G22652,2013-2017,22652,ZCTA5 22652,65757,ZCTA5 22652,14437
G22654,2013-2017,22654,ZCTA5 22654,83045,ZCTA5 22654,31143
G22655,2013-2017,22655,ZCTA5 22655,72041,ZCTA5 22655,6032
G22656,2013-2017,22656,ZCTA5 22656,81711,ZCTA5 22656,12546
G22657,2013-2017,22657,ZCTA5 22657,59973,ZCTA5 22657,6919
G22660,2013-2017,22660,ZCTA5 22660,53026,ZCTA5 22660,11451
G22663,2013-2017,22663,ZCTA5 22663,64097,ZCTA5 22663,22326
G22664,2013-2017,22664,ZCTA5 22664,46493,ZCTA5 22664,4041
G22701,2013-2017,22701,ZCTA5 22701,64660,ZCTA5 22701,4420
G22709,2013-2017,22709,ZCTA5 22709,50855,ZCTA5 22709,35245
G22711,2013-2017,22711,ZCTA5 22711,,ZCTA5 22711,
G22712,2013-2017,22712,ZCTA5 22712,74000,ZCTA5 22712,7784
G22713,2013-2017,22713,ZCTA5 22713,82762,ZCTA5 22713,16398
G22714,2013-2017,22714,ZCTA5 22714,90125,ZCTA5 22714,22131
G22715,2013-2017,22715,ZCTA5 22715,61850,ZCTA5 22715,20704
G22716,2013-2017,22716,ZCTA5 22716,63611,ZCTA5 22716,10898
G22718,2013-2017,22718,ZCTA5 22718,74241,ZCTA5 22718,28590
G22719,2013-2017,22719,ZCTA5 22719,37148,ZCTA5 22719,28487
G22720,2013-2017,22720,ZCTA5 22720,120625,ZCTA5 22720,25644
G22722,2013-2017,22722,ZCTA5 22722,,ZCTA5 22722,
G22723,2013-2017,22723,ZCTA5 22723,,ZCTA5 22723,
G22724,2013-2017,22724,ZCTA5 22724,107800,ZCTA5 22724,20469
G22726,2013-2017,22726,ZCTA5 22726,45625,ZCTA5 22726,24989
G22727,2013-2017,22727,ZCTA5 22727,48892,ZCTA5 22727,6260
G22728,2013-2017,22728,ZCTA5 22728,100227,ZCTA5 22728,21271
G22729,2013-2017,22729,ZCTA5 22729,73125,ZCTA5 22729,21938
G22730,2013-2017,22730,ZCTA5 22730,,ZCTA5 22730,
G22731,2013-2017,22731,ZCTA5 22731,,ZCTA5 22731,
G22732,2013-2017,22732,ZCTA5 22732,,ZCTA5 22732,
G22733,2013-2017,22733,ZCTA5 22733,75682,ZCTA5 22733,28623
G22734,2013-2017,22734,ZCTA5 22734,67234,ZCTA5 22734,11616
G22735,2013-2017,22735,ZCTA5 22735,78149,ZCTA5 22735,18823
G22736,2013-2017,22736,ZCTA5 22736,84028,ZCTA5 22736,28400
G22737,2013-2017,22737,ZCTA5 22737,67415,ZCTA5 22737,11981
G22738,2013-2017,22738,ZCTA5 22738,58802,ZCTA5 22738,19733
G22740,2013-2017,22740,ZCTA5 22740,42125,ZCTA5 22740,15302
G22741,2013-2017,22741,ZCTA5 22741,40982,ZCTA5 22741,29702
G22742,2013-2017,22742,ZCTA5 22742,88636,ZCTA5 22742,12599
G22743,2013-2017,22743,ZCTA5 22743,,ZCTA5 22743,
G22747,2013-2017,22747,ZCTA5 22747,66979,ZCTA5 22747,34120
G22749,2013-2017,22749,ZCTA5 22749,59167,ZCTA5 22749,28915
G22801,2013-2017,22801,ZCTA5 22801,46211,ZCTA5 22801,3183
G22802,2013-2017,22802,ZCTA5 22802,46960,ZCTA5 22802,2598
G22807,2013-2017,22807,ZCTA5 22807,,ZCTA5 22807,
G22810,2013-2017,22810,ZCTA5 22810,80000,ZCTA5 22810,30146
G22811,2013-2017,22811,ZCTA5 22811,60417,ZCTA5 22811,9626
G22812,2013-2017,22812,ZCTA5 22812,58810,ZCTA5 22812,4029
G22815,2013-2017,22815,ZCTA5 22815,54140,ZCTA5 22815,5457
G22820,2013-2017,22820,ZCTA5 22820,36852,ZCTA5 22820,12243
G22821,2013-2017,22821,ZCTA5 22821,60938,ZCTA5 22821,10618
G22824,2013-2017,22824,ZCTA5 22824,56483,ZCTA5 22824,4725
G22827,2013-2017,22827,ZCTA5 22827,52103,ZCTA5 22827,3006
G22830,2013-2017,22830,ZCTA5 22830,49125,ZCTA5 22830,17044
G22831,2013-2017,22831,ZCTA5 22831,66468,ZCTA5 22831,2314
G22832,2013-2017,22832,ZCTA5 22832,55163,ZCTA5 22832,13739
G22834,2013-2017,22834,ZCTA5 22834,64861,ZCTA5 22834,18831
G22835,2013-2017,22835,ZCTA5 22835,49434,ZCTA5 22835,6603
G22840,2013-2017,22840,ZCTA5 22840,73063,ZCTA5 22840,6520
G22841,2013-2017,22841,ZCTA5 22841,60556,ZCTA5 22841,9239
G22842,2013-2017,22842,ZCTA5 22842,47462,ZCTA5 22842,5225
G22843,2013-2017,22843,ZCTA5 22843,64595,ZCTA5 22843,9880
G22844,2013-2017,22844,ZCTA5 22844,50800,ZCTA5 22844,11775
G22845,2013-2017,22845,ZCTA5 22845,,ZCTA5 22845,
G22846,2013-2017,22846,ZCTA5 22846,77841,ZCTA5 22846,17921
G22847,2013-2017,22847,ZCTA5 22847,49737,ZCTA5 22847,19822
G22849,2013-2017,22849,ZCTA5 22849,45061,ZCTA5 22849,6448
G22850,2013-2017,22850,ZCTA5 22850,77188,ZCTA5 22850,22820
G22851,2013-2017,22851,ZCTA5 22851,41938,ZCTA5 22851,5777
G22853,2013-2017,22853,ZCTA5 22853,48901,ZCTA5 22853,5936
G22901,2013-2017,22901,ZCTA5 22901,66536,ZCTA5 22901,3944
G22902,2013-2017,22902,ZCTA5 22902,61573,ZCTA5 22902,3472
G22903,2013-2017,22903,ZCTA5 22903,57542,ZCTA5 22903,4291
G22904,2013-2017,22904,ZCTA5 22904,8289,ZCTA5 22904,4554
G22911,2013-2017,22911,ZCTA5 22911,77511,ZCTA5 22911,6775
G22920,2013-2017,22920,ZCTA5 22920,62016,ZCTA5 22920,19319
G22922,2013-2017,22922,ZCTA5 22922,48792,ZCTA5 22922,9448
G22923,2013-2017,22923,ZCTA5 22923,65729,ZCTA5 22923,10181
G22931,2013-2017,22931,ZCTA5 22931,70917,ZCTA5 22931,27797
G22932,2013-2017,22932,ZCTA5 22932,74683,ZCTA5 22932,7170
G22935,2013-2017,22935,ZCTA5 22935,61429,ZCTA5 22935,9148
G22936,2013-2017,22936,ZCTA5 22936,114063,ZCTA5 22936,8209
G22937,2013-2017,22937,ZCTA5 22937,42143,ZCTA5 22937,16602
G22938,2013-2017,22938,ZCTA5 22938,75156,ZCTA5 22938,32253
G22939,2013-2017,22939,ZCTA5 22939,75521,ZCTA5 22939,9323
G22940,2013-2017,22940,ZCTA5 22940,55072,ZCTA5 22940,8387
G22942,2013-2017,22942,ZCTA5 22942,51131,ZCTA5 22942,3670
G22943,2013-2017,22943,ZCTA5 22943,83047,ZCTA5 22943,78938
G22946,2013-2017,22946,ZCTA5 22946,72019,ZCTA5 22946,44010
G22947,2013-2017,22947,ZCTA5 22947,76330,ZCTA5 22947,8258
G22948,2013-2017,22948,ZCTA5 22948,38600,ZCTA5 22948,13120
G22949,2013-2017,22949,ZCTA5 22949,33245,ZCTA5 22949,7705
G22952,2013-2017,22952,ZCTA5 22952,55094,ZCTA5 22952,9554
G22958,2013-2017,22958,ZCTA5 22958,72750,ZCTA5 22958,15610
G22959,2013-2017,22959,ZCTA5 22959,61417,ZCTA5 22959,11606
G22960,2013-2017,22960,ZCTA5 22960,55131,ZCTA5 22960,6116
G22963,2013-2017,22963,ZCTA5 22963,70625,ZCTA5 22963,3560
G22964,2013-2017,22964,ZCTA5 22964,52639,ZCTA5 22964,15232
G22967,2013-2017,22967,ZCTA5 22967,51991,ZCTA5 22967,20183
G22968,2013-2017,22968,ZCTA5 22968,74332,ZCTA5 22968,12108
G22969,2013-2017,22969,ZCTA5 22969,75116,ZCTA5 22969,14657
G22971,2013-2017,22971,ZCTA5 22971,39148,ZCTA5 22971,14817
G22972,2013-2017,22972,ZCTA5 22972,,ZCTA5 22972,
G22973,2013-2017,22973,ZCTA5 22973,48026,ZCTA5 22973,10205
G22974,2013-2017,22974,ZCTA5 22974,84050,ZCTA5 22974,9464
G22976,2013-2017,22976,ZCTA5 22976,46375,ZCTA5 22976,19951
G22980,2013-2017,22980,ZCTA5 22980,48257,ZCTA5 22980,2895
G22989,2013-2017,22989,ZCTA5 22989,,ZCTA5 22989,
G23002,2013-2017,23002,ZCTA5 23002,56225,ZCTA5 23002,7297
G23004,2013-2017,23004,ZCTA5 23004,34167,ZCTA5 23004,20896
G23005,2013-2017,23005,ZCTA5 23005,67809,ZCTA5 23005,5313
G23009,2013-2017,23009,ZCTA5 23009,80706,ZCTA5 23009,6899
G23011,2013-2017,23011,ZCTA5 23011,63750,ZCTA5 23011,26911
G23015,2013-2017,23015,ZCTA5 23015,78477,ZCTA5 23015,11906
G23021,2013-2017,23021,ZCTA5 23021,41875,ZCTA5 23021,24387
G23022,2013-2017,23022,ZCTA5 23022,47292,ZCTA5 23022,28992
G23023,2013-2017,23023,ZCTA5 23023,41131,ZCTA5 23023,24927
G23024,2013-2017,23024,ZCTA5 23024,62178,ZCTA5 23024,7197
G23025,2013-2017,23025,ZCTA5 23025,73630,ZCTA5 23025,6094
G23027,2013-2017,23027,ZCTA5 23027,33824,ZCTA5 23027,15126
G23030,2013-2017,23030,ZCTA5 23030,53990,ZCTA5 23030,5472
G23032,2013-2017,23032,ZCTA5 23032,36510,ZCTA5 23032,30659
G23035,2013-2017,23035,ZCTA5 23035,49583,ZCTA5 23035,15423
G23038,2013-2017,23038,ZCTA5 23038,,ZCTA5 23038,
G23039,2013-2017,23039,ZCTA5 23039,61830,ZCTA5 23039,8458
G23040,2013-2017,23040,ZCTA5 23040,44545,ZCTA5 23040,15218
G23043,2013-2017,23043,ZCTA5 23043,46277,ZCTA5 23043,8343
G23045,2013-2017,23045,ZCTA5 23045,43618,ZCTA5 23045,27586
G23047,2013-2017,23047,ZCTA5 23047,81167,ZCTA5 23047,28770
G23050,2013-2017,23050,ZCTA5 23050,52129,ZCTA5 23050,14430
G23055,2013-2017,23055,ZCTA5 23055,65869,ZCTA5 23055,4706
G23056,2013-2017,23056,ZCTA5 23056,56071,ZCTA5 23056,39199
G23059,2013-2017,23059,ZCTA5 23059,104878,ZCTA5 23059,7026
G23060,2013-2017,23060,ZCTA5 23060,83802,ZCTA5 23060,3442
G23061,2013-2017,23061,ZCTA5 23061,69205,ZCTA5 23061,4446
G23062,2013-2017,23062,ZCTA5 23062,51753,ZCTA5 23062,4334
G23063,2013-2017,23063,ZCTA5 23063,65844,ZCTA5 23063,10138
G23064,2013-2017,23064,ZCTA5 23064,,ZCTA5 23064,
G23065,2013-2017,23065,ZCTA5 23065,58363,ZCTA5 23065,3960
G23066,2013-2017,23066,ZCTA5 23066,,ZCTA5 23066,
G23068,2013-2017,23068,ZCTA5 23068,,ZCTA5 23068,
G23069,2013-2017,23069,ZCTA5 23069,72311,ZCTA5 23069,8906
G23070,2013-2017,23070,ZCTA5 23070,59615,ZCTA5 23070,52857
G23071,2013-2017,23071,ZCTA5 23071,64280,ZCTA5 23071,20403
G23072,2013-2017,23072,ZCTA5 23072,61157,ZCTA5 23072,5258
G23075,2013-2017,23075,ZCTA5 23075,42962,ZCTA5 23075,4265
G23076,2013-2017,23076,ZCTA5 23076,,ZCTA5 23076,
G23079,2013-2017,23079,ZCTA5 23079,59000,ZCTA5 23079,25218
G23083,2013-2017,23083,ZCTA5 23083,60000,ZCTA5 23083,19992
G23084,2013-2017,23084,ZCTA5 23084,52216,ZCTA5 23084,26323
G23085,2013-2017,23085,ZCTA5 23085,42035,ZCTA5 23085,24439
G23086,2013-2017,23086,ZCTA5 23086,61838,ZCTA5 23086,5872
G23089,2013-2017,23089,ZCTA5 23089,67589,ZCTA5 23089,12139
G23091,2013-2017,23091,ZCTA5 23091,48917,ZCTA5 23091,28084
G23092,2013-2017,23092,ZCTA5 23092,48648,ZCTA5 23092,9560
G23093,2013-2017,23093,ZCTA5 23093,56863,ZCTA5 23093,7068
G23102,2013-2017,23102,ZCTA5 23102,83652,ZCTA5 23102,8673
G23103,2013-2017,23103,ZCTA5 23103,111689,ZCTA5 23103,21423
G23106,2013-2017,23106,ZCTA5 23106,41900,ZCTA5 23106,19296
G23108,2013-2017,23108,ZCTA5 23108,79034,ZCTA5 23108,34209
G23109,2013-2017,23109,ZCTA5 23109,62528,ZCTA5 23109,16905
G23110,2013-2017,23110,ZCTA5 23110,52898,ZCTA5 23110,15928
G23111,2013-2017,23111,ZCTA5 23111,76342,ZCTA5 23111,4925
G23112,2013-2017,23112,ZCTA5 23112,89485,ZCTA5 23112,3314
G23113,2013-2017,23113,ZCTA5 23113,103683,ZCTA5 23113,5923
G23114,2013-2017,23114,ZCTA5 23114,100047,ZCTA5 23114,7218
G23115,2013-2017,23115,ZCTA5 23115,43750,ZCTA5 23115,19968
G23116,2013-2017,23116,ZCTA5 23116,102376,ZCTA5 23116,3361
G23117,2013-2017,23117,ZCTA5 23117,67244,ZCTA5 23117,6966
G23119,2013-2017,23119,ZCTA5 23119,81616,ZCTA5 23119,31515
G23120,2013-2017,23120,ZCTA5 23120,132347,ZCTA5 23120,7230
G23123,2013-2017,23123,ZCTA5 23123,42610,ZCTA5 23123,11929
G23124,2013-2017,23124,ZCTA5 23124,79233,ZCTA5 23124,14947
G23125,2013-2017,23125,ZCTA5 23125,105930,ZCTA5 23125,99446
G23126,2013-2017,23126,ZCTA5 23126,55446,ZCTA5 23126,34790
G23128,2013-2017,23128,ZCTA5 23128,84493,ZCTA5 23128,37402
G23129,2013-2017,23129,ZCTA5 23129,116887,ZCTA5 23129,77534
G23130,2013-2017,23130,ZCTA5 23130,,ZCTA5 23130,
G23138,2013-2017,23138,ZCTA5 23138,,ZCTA5 23138,
G23139,2013-2017,23139,ZCTA5 23139,78730,ZCTA5 23139,3892
G23140,2013-2017,23140,ZCTA5 23140,73068,ZCTA5 23140,11835
G23141,2013-2017,23141,ZCTA5 23141,84250,ZCTA5 23141,13640
G23146,2013-2017,23146,ZCTA5 23146,101701,ZCTA5 23146,10549
G23148,2013-2017,23148,ZCTA5 23148,45179,ZCTA5 23148,12450
G23149,2013-2017,23149,ZCTA5 23149,53646,ZCTA5 23149,9499
G23150,2013-2017,23150,ZCTA5 23150,58175,ZCTA5 23150,5653
G23153,2013-2017,23153,ZCTA5 23153,82368,ZCTA5 23153,28782
G23156,2013-2017,23156,ZCTA5 23156,49018,ZCTA5 23156,20431
G23160,2013-2017,23160,ZCTA5 23160,,ZCTA5 23160,
G23161,2013-2017,23161,ZCTA5 23161,56094,ZCTA5 23161,22119
G23163,2013-2017,23163,ZCTA5 23163,,ZCTA5 23163,
G23168,2013-2017,23168,ZCTA5 23168,79662,ZCTA5 23168,11974
G23169,2013-2017,23169,ZCTA5 23169,37829,ZCTA5 23169,4363
G23173,2013-2017,23173,ZCTA5 23173,,ZCTA5 23173,
G23175,2013-2017,23175,ZCTA5 23175,51250,ZCTA5 23175,16709
G23176,2013-2017,23176,ZCTA5 23176,38301,ZCTA5 23176,5046
G23177,2013-2017,23177,ZCTA5 23177,80682,ZCTA5 23177,46089
G23180,2013-2017,23180,ZCTA5 23180,70417,ZCTA5 23180,40641
G23181,2013-2017,23181,ZCTA5 23181,65238,ZCTA5 23181,6027
G23185,2013-2017,23185,ZCTA5 23185,76923,ZCTA5 23185,3793
G23187,2013-2017,23187,ZCTA5 23187,,ZCTA5 23187,
G23188,2013-2017,23188,ZCTA5 23188,76460,ZCTA5 23188,4282
G23192,2013-2017,23192,ZCTA5 23192,95203,ZCTA5 23192,11229
G23219,2013-2017,23219,ZCTA5 23219,30917,ZCTA5 23219,7076
G23220,2013-2017,23220,ZCTA5 23220,39656,ZCTA5 23220,2959
G23221,2013-2017,23221,ZCTA5 23221,69316,ZCTA5 23221,6680
G23222,2013-2017,23222,ZCTA5 23222,35086,ZCTA5 23222,2057
G23223,2013-2017,23223,ZCTA5 23223,38431,ZCTA5 23223,1885
G23224,2013-2017,23224,ZCTA5 23224,34186,ZCTA5 23224,1866
G23225,2013-2017,23225,ZCTA5 23225,45240,ZCTA5 23225,2581
G23226,2013-2017,23226,ZCTA5 23226,84780,ZCTA5 23226,7479
G23227,2013-2017,23227,ZCTA5 23227,49603,ZCTA5 23227,2553
G23228,2013-2017,23228,ZCTA5 23228,51312,ZCTA5 23228,2012
G23229,2013-2017,23229,ZCTA5 23229,79767,ZCTA5 23229,5820
G23230,2013-2017,23230,ZCTA5 23230,51795,ZCTA5 23230,4413
G23231,2013-2017,23231,ZCTA5 23231,54222,ZCTA5 23231,4719
G23233,2013-2017,23233,ZCTA5 23233,103404,ZCTA5 23233,7478
G23234,2013-2017,23234,ZCTA5 23234,46861,ZCTA5 23234,2172
G23235,2013-2017,23235,ZCTA5 23235,73930,ZCTA5 23235,2413
G23236,2013-2017,23236,ZCTA5 23236,76572,ZCTA5 23236,5070
G23237,2013-2017,23237,ZCTA5 23237,54635,ZCTA5 23237,2235
G23238,2013-2017,23238,ZCTA5 23238,74856,ZCTA5 23238,3826
G23250,2013-2017,23250,ZCTA5 23250,,ZCTA5 23250,
G23294,2013-2017,23294,ZCTA5 23294,55667,ZCTA5 23294,4584
G23301,2013-2017,23301,ZCTA5 23301,33681,ZCTA5 23301,11987
G23302,2013-2017,23302,ZCTA5 23302,,ZCTA5 23302,
G23303,2013-2017,23303,ZCTA5 23303,60515,ZCTA5 23303,17148
G23304,2013-2017,23304,ZCTA5 23304,,ZCTA5 23304,
G23306,2013-2017,23306,ZCTA5 23306,69922,ZCTA5 23306,18951
G23307,2013-2017,23307,ZCTA5 23307,30200,ZCTA5 23307,17188
G23308,2013-2017,23308,ZCTA5 23308,32208,ZCTA5 23308,13622
G23310,2013-2017,23310,ZCTA5 23310,40721,ZCTA5 23310,6852
G23313,2013-2017,23313,ZCTA5 23313,36413,ZCTA5 23313,26675
G23314,2013-2017,23314,ZCTA5 23314,77477,ZCTA5 23314,14087
G23315,2013-2017,23315,ZCTA5 23315,55978,ZCTA5 23315,19200
G23316,2013-2017,23316,ZCTA5 23316,29545,ZCTA5 23316,26757
G23320,2013-2017,23320,ZCTA5 23320,70685,ZCTA5 23320,2368
G23321,2013-2017,23321,ZCTA5 23321,69915,ZCTA5 23321,4630
G23322,2013-2017,23322,ZCTA5 23322,96298,ZCTA5 23322,2591
G23323,2013-2017,23323,ZCTA5 23323,75569,ZCTA5 23323,3997
G23324,2013-2017,23324,ZCTA5 23324,38686,ZCTA5 23324,3212
G23325,2013-2017,23325,ZCTA5 23325,61771,ZCTA5 23325,4961
G23336,2013-2017,23336,ZCTA5 23336,48861,ZCTA5 23336,6566
G23337,2013-2017,23337,ZCTA5 23337,52500,ZCTA5 23337,23019
G23347,2013-2017,23347,ZCTA5 23347,45069,ZCTA5 23347,19228
G23350,2013-2017,23350,ZCTA5 23350,38393,ZCTA5 23350,3174
G23354,2013-2017,23354,ZCTA5 23354,,ZCTA5 23354,
G23356,2013-2017,23356,ZCTA5 23356,73642,ZCTA5 23356,24609
G23357,2013-2017,23357,ZCTA5 23357,,ZCTA5 23357,
G23358,2013-2017,23358,ZCTA5 23358,,ZCTA5 23358,
G23359,2013-2017,23359,ZCTA5 23359,36108,ZCTA5 23359,6893
G23389,2013-2017,23389,ZCTA5 23389,,ZCTA5 23389,
G23395,2013-2017,23395,ZCTA5 23395,35614,ZCTA5 23395,2247
G23398,2013-2017,23398,ZCTA5 23398,,ZCTA5 23398,
G23401,2013-2017,23401,ZCTA5 23401,,ZCTA5 23401,
G23405,2013-2017,23405,ZCTA5 23405,60848,ZCTA5 23405,27709
G23407,2013-2017,23407,ZCTA5 23407,,ZCTA5 23407,
G23408,2013-2017,23408,ZCTA5 23408,,ZCTA5 23408,
G23409,2013-2017,23409,ZCTA5 23409,,ZCTA5 23409,
G23410,2013-2017,23410,ZCTA5 23410,45417,ZCTA5 23410,13928
G23413,2013-2017,23413,ZCTA5 23413,48077,ZCTA5 23413,15625
G23414,2013-2017,23414,ZCTA5 23414,,ZCTA5 23414,
G23415,2013-2017,23415,ZCTA5 23415,29090,ZCTA5 23415,9016
G23416,2013-2017,23416,ZCTA5 23416,28406,ZCTA5 23416,21782
G23417,2013-2017,23417,ZCTA5 23417,49375,ZCTA5 23417,6962
G23418,2013-2017,23418,ZCTA5 23418,53155,ZCTA5 23418,7048
G23420,2013-2017,23420,ZCTA5 23420,40135,ZCTA5 23420,10792
