State,City,RegionName,Datetime,Latitude,Longitude,MonthlyPropertyAverage
CA,San Francisco,Alamo Square,1998-01-31,37.777753,-122.4377415,$316267.00
CA,San Francisco,Alamo Square,1998-02-28,37.777753,-122.4377415,$320469.00
CA,San Francisco,Alamo Square,1998-03-31,37.777753,-122.4377415,$325459.00
CA,San Francisco,Alamo Square,1998-04-30,37.777753,-122.4377415,$331168.00
CA,San Francisco,Alamo Square,1998-05-31,37.777753,-122.4377415,$332950.00
CA,San Francisco,Alamo Square,1998-06-30,37.777753,-122.4377415,$333813.00
CA,San Francisco,Alamo Square,1998-07-31,37.777753,-122.4377415,$336457.00
CA,San Francisco,Alamo Square,1998-08-31,37.777753,-122.4377415,$341438.00
CA,San Francisco,Alamo Square,1998-09-30,37.777753,-122.4377415,$346785.00
CA,San Francisco,Alamo Square,1998-10-31,37.777753,-122.4377415,$353596.00
CA,San Francisco,Alamo Square,1998-11-30,37.777753,-122.4377415,$362762.00
CA,San Francisco,Alamo Square,1998-12-31,37.777753,-122.4377415,$372080.00
CA,San Francisco,Alamo Square,1999-01-31,37.777753,-122.4377415,$379189.00
CA,San Francisco,Alamo Square,1999-02-28,37.777753,-122.4377415,$383129.00
CA,San Francisco,Alamo Square,1999-03-31,37.777753,-122.4377415,$385309.00
CA,San Francisco,Alamo Square,1999-04-30,37.777753,-122.4377415,$388592.00
CA,San Francisco,Alamo Square,1999-05-31,37.777753,-122.4377415,$394185.00
CA,San Francisco,Alamo Square,1999-06-30,37.777753,-122.4377415,$401304.00
CA,San Francisco,Alamo Square,1999-07-31,37.777753,-122.4377415,$405220.00
CA,San Francisco,Alamo Square,1999-08-31,37.777753,-122.4377415,$411327.00
CA,San Francisco,Alamo Square,1999-09-30,37.777753,-122.4377415,$420069.00
CA,San Francisco,Alamo Square,1999-10-31,37.777753,-122.4377415,$429159.00
CA,San Francisco,Alamo Square,1999-11-30,37.777753,-122.4377415,$431931.00
CA,San Francisco,Alamo Square,1999-12-31,37.777753,-122.4377415,$431136.00
CA,San Francisco,Alamo Square,2000-01-31,37.777753,-122.4377415,$433438.00
CA,San Francisco,Alamo Square,2000-02-29,37.777753,-122.4377415,$440062.00
CA,San Francisco,Alamo Square,2000-03-31,37.777753,-122.4377415,$450742.00
CA,San Francisco,Alamo Square,2000-04-30,37.777753,-122.4377415,$462699.00
CA,San Francisco,Alamo Square,2000-05-31,37.777753,-122.4377415,$476549.00
CA,San Francisco,Alamo Square,2000-06-30,37.777753,-122.4377415,$489722.00
CA,San Francisco,Alamo Square,2000-07-31,37.777753,-122.4377415,$505552.00
CA,San Francisco,Alamo Square,2000-08-31,37.777753,-122.4377415,$516131.00
CA,San Francisco,Alamo Square,2000-09-30,37.777753,-122.4377415,$525974.00
CA,San Francisco,Alamo Square,2000-10-31,37.777753,-122.4377415,$533904.00
CA,San Francisco,Alamo Square,2000-11-30,37.777753,-122.4377415,$548491.00
CA,San Francisco,Alamo Square,2000-12-31,37.777753,-122.4377415,$566727.00
CA,San Francisco,Alamo Square,2001-01-31,37.777753,-122.4377415,$584419.00
CA,San Francisco,Alamo Square,2001-02-28,37.777753,-122.4377415,$596712.00
CA,San Francisco,Alamo Square,2001-03-31,37.777753,-122.4377415,$601756.00
CA,San Francisco,Alamo Square,2001-04-30,37.777753,-122.4377415,$603185.00
CA,San Francisco,Alamo Square,2001-05-31,37.777753,-122.4377415,$600516.00
CA,San Francisco,Alamo Square,2001-06-30,37.777753,-122.4377415,$597377.00
CA,San Francisco,Alamo Square,2001-07-31,37.777753,-122.4377415,$589749.00
CA,San Francisco,Alamo Square,2001-08-31,37.777753,-122.4377415,$583849.00
CA,San Francisco,Alamo Square,2001-09-30,37.777753,-122.4377415,$575771.00
CA,San Francisco,Alamo Square,2001-10-31,37.777753,-122.4377415,$571355.00
CA,San Francisco,Alamo Square,2001-11-30,37.777753,-122.4377415,$564393.00
CA,San Francisco,Alamo Square,2001-12-31,37.777753,-122.4377415,$556828.00
CA,San Francisco,Alamo Square,2002-01-31,37.777753,-122.4377415,$548263.00
CA,San Francisco,Alamo Square,2002-02-28,37.777753,-122.4377415,$542415.00
CA,San Francisco,Alamo Square,2002-03-31,37.777753,-122.4377415,$541127.00
CA,San Francisco,Alamo Square,2002-04-30,37.777753,-122.4377415,$541464.00
CA,San Francisco,Alamo Square,2002-05-31,37.777753,-122.4377415,$546620.00
CA,San Francisco,Alamo Square,2002-06-30,37.777753,-122.4377415,$551878.00
CA,San Francisco,Alamo Square,2002-07-31,37.777753,-122.4377415,$559081.00
CA,San Francisco,Alamo Square,2002-08-31,37.777753,-122.4377415,$567490.00
CA,San Francisco,Alamo Square,2002-09-30,37.777753,-122.4377415,$575145.00
CA,San Francisco,Alamo Square,2002-10-31,37.777753,-122.4377415,$578187.00
CA,San Francisco,Alamo Square,2002-11-30,37.777753,-122.4377415,$578874.00
CA,San Francisco,Alamo Square,2002-12-31,37.777753,-122.4377415,$578560.00
CA,San Francisco,Alamo Square,2003-01-31,37.777753,-122.4377415,$579368.00
CA,San Francisco,Alamo Square,2003-02-28,37.777753,-122.4377415,$583624.00
CA,San Francisco,Alamo Square,2003-03-31,37.777753,-122.4377415,$588968.00
CA,San Francisco,Alamo Square,2003-04-30,37.777753,-122.4377415,$593931.00
CA,San Francisco,Alamo Square,2003-05-31,37.777753,-122.4377415,$590998.00
CA,San Francisco,Alamo Square,2003-06-30,37.777753,-122.4377415,$589596.00
CA,San Francisco,Alamo Square,2003-07-31,37.777753,-122.4377415,$591103.00
CA,San Francisco,Alamo Square,2003-08-31,37.777753,-122.4377415,$592341.00
CA,San Francisco,Alamo Square,2003-09-30,37.777753,-122.4377415,$592073.00
CA,San Francisco,Alamo Square,2003-10-31,37.777753,-122.4377415,$593721.00
CA,San Francisco,Alamo Square,2003-11-30,37.777753,-122.4377415,$600480.00
CA,San Francisco,Alamo Square,2003-12-31,37.777753,-122.4377415,$610321.00
CA,San Francisco,Alamo Square,2004-01-31,37.777753,-122.4377415,$620738.00
CA,San Francisco,Alamo Square,2004-02-29,37.777753,-122.4377415,$627880.00
CA,San Francisco,Alamo Square,2004-03-31,37.777753,-122.4377415,$632944.00
CA,San Francisco,Alamo Square,2004-04-30,37.777753,-122.4377415,$638604.00
CA,San Francisco,Alamo Square,2004-05-31,37.777753,-122.4377415,$648527.00
CA,San Francisco,Alamo Square,2004-06-30,37.777753,-122.4377415,$658401.00
CA,San Francisco,Alamo Square,2004-07-31,37.777753,-122.4377415,$665854.00
CA,San Francisco,Alamo Square,2004-08-31,37.777753,-122.4377415,$674459.00
CA,San Francisco,Alamo Square,2004-09-30,37.777753,-122.4377415,$687173.00
CA,San Francisco,Alamo Square,2004-10-31,37.777753,-122.4377415,$700547.00
CA,San Francisco,Alamo Square,2004-11-30,37.777753,-122.4377415,$711214.00
CA,San Francisco,Alamo Square,2004-12-31,37.777753,-122.4377415,$720449.00
CA,San Francisco,Alamo Square,2005-01-31,37.777753,-122.4377415,$731428.00
CA,San Francisco,Alamo Square,2005-02-28,37.777753,-122.4377415,$747370.00
CA,San Francisco,Alamo Square,2005-03-31,37.777753,-122.4377415,$759694.00
CA,San Francisco,Alamo Square,2005-04-30,37.777753,-122.4377415,$770642.00
CA,San Francisco,Alamo Square,2005-05-31,37.777753,-122.4377415,$778502.00
CA,San Francisco,Alamo Square,2005-06-30,37.777753,-122.4377415,$789642.00
CA,San Francisco,Alamo Square,2005-07-31,37.777753,-122.4377415,$802392.00
CA,San Francisco,Alamo Square,2005-08-31,37.777753,-122.4377415,$812128.00
CA,San Francisco,Alamo Square,2005-09-30,37.777753,-122.4377415,$820158.00
CA,San Francisco,Alamo Square,2005-10-31,37.777753,-122.4377415,$828628.00
CA,San Francisco,Alamo Square,2005-11-30,37.777753,-122.4377415,$835129.00
CA,San Francisco,Alamo Square,2005-12-31,37.777753,-122.4377415,$841036.00
CA,San Francisco,Alamo Square,2006-01-31,37.777753,-122.4377415,$839640.00
CA,San Francisco,Alamo Square,2006-02-28,37.777753,-122.4377415,$830421.00
CA,San Francisco,Alamo Square,2006-03-31,37.777753,-122.4377415,$821926.00
CA,San Francisco,Alamo Square,2006-04-30,37.777753,-122.4377415,$814168.00
CA,San Francisco,Alamo Square,2006-05-31,37.777753,-122.4377415,$815409.00
CA,San Francisco,Alamo Square,2006-06-30,37.777753,-122.4377415,$811711.00
CA,San Francisco,Alamo Square,2006-07-31,37.777753,-122.4377415,$806305.00
CA,San Francisco,Alamo Square,2006-08-31,37.777753,-122.4377415,$798525.00
CA,San Francisco,Alamo Square,2006-09-30,37.777753,-122.4377415,$794425.00
CA,San Francisco,Alamo Square,2006-10-31,37.777753,-122.4377415,$789390.00
CA,San Francisco,Alamo Square,2006-11-30,37.777753,-122.4377415,$786730.00
CA,San Francisco,Alamo Square,2006-12-31,37.777753,-122.4377415,$783123.00
CA,San Francisco,Alamo Square,2007-01-31,37.777753,-122.4377415,$784009.00
CA,San Francisco,Alamo Square,2007-02-28,37.777753,-122.4377415,$791012.00
CA,San Francisco,Alamo Square,2007-03-31,37.777753,-122.4377415,$800667.00
CA,San Francisco,Alamo Square,2007-04-30,37.777753,-122.4377415,$811964.00
CA,San Francisco,Alamo Square,2007-05-31,37.777753,-122.4377415,$815754.00
CA,San Francisco,Alamo Square,2007-06-30,37.777753,-122.4377415,$820011.00
CA,San Francisco,Alamo Square,2007-07-31,37.777753,-122.4377415,$823710.00
CA,San Francisco,Alamo Square,2007-08-31,37.777753,-122.4377415,$831810.00
CA,San Francisco,Alamo Square,2007-09-30,37.777753,-122.4377415,$835337.00
CA,San Francisco,Alamo Square,2007-10-31,37.777753,-122.4377415,$835989.00
CA,San Francisco,Alamo Square,2007-11-30,37.777753,-122.4377415,$834967.00
CA,San Francisco,Alamo Square,2007-12-31,37.777753,-122.4377415,$829833.00
CA,San Francisco,Alamo Square,2008-01-31,37.777753,-122.4377415,$824716.00
CA,San Francisco,Alamo Square,2008-02-29,37.777753,-122.4377415,$812777.00
CA,San Francisco,Alamo Square,2008-03-31,37.777753,-122.4377415,$807060.00
CA,San Francisco,Alamo Square,2008-04-30,37.777753,-122.4377415,$802047.00
CA,San Francisco,Alamo Square,2008-05-31,37.777753,-122.4377415,$802298.00
CA,San Francisco,Alamo Square,2008-06-30,37.777753,-122.4377415,$797274.00
CA,San Francisco,Alamo Square,2008-07-31,37.777753,-122.4377415,$789192.00
CA,San Francisco,Alamo Square,2008-08-31,37.777753,-122.4377415,$781671.00
CA,San Francisco,Alamo Square,2008-09-30,37.777753,-122.4377415,$776620.00
CA,San Francisco,Alamo Square,2008-10-31,37.777753,-122.4377415,$774560.00
CA,San Francisco,Alamo Square,2008-11-30,37.777753,-122.4377415,$769857.00
CA,San Francisco,Alamo Square,2008-12-31,37.777753,-122.4377415,$765153.00
CA,San Francisco,Alamo Square,2009-01-31,37.777753,-122.4377415,$759750.00
CA,San Francisco,Alamo Square,2009-02-28,37.777753,-122.4377415,$754297.00
CA,San Francisco,Alamo Square,2009-03-31,37.777753,-122.4377415,$747481.00
CA,San Francisco,Alamo Square,2009-04-30,37.777753,-122.4377415,$736896.00
CA,San Francisco,Alamo Square,2009-05-31,37.777753,-122.4377415,$727352.00
CA,San Francisco,Alamo Square,2009-06-30,37.777753,-122.4377415,$722728.00
CA,San Francisco,Alamo Square,2009-07-31,37.777753,-122.4377415,$723406.00
CA,San Francisco,Alamo Square,2009-08-31,37.777753,-122.4377415,$717397.00
CA,San Francisco,Alamo Square,2009-09-30,37.777753,-122.4377415,$708918.00
CA,San Francisco,Alamo Square,2009-10-31,37.777753,-122.4377415,$703516.00
CA,San Francisco,Alamo Square,2009-11-30,37.777753,-122.4377415,$707087.00
CA,San Francisco,Alamo Square,2009-12-31,37.777753,-122.4377415,$719242.00
CA,San Francisco,Alamo Square,2010-01-31,37.777753,-122.4377415,$727672.00
CA,San Francisco,Alamo Square,2010-02-28,37.777753,-122.4377415,$736786.00
CA,San Francisco,Alamo Square,2010-03-31,37.777753,-122.4377415,$736060.00
CA,San Francisco,Alamo Square,2010-04-30,37.777753,-122.4377415,$737903.00
CA,San Francisco,Alamo Square,2010-05-31,37.777753,-122.4377415,$735536.00
CA,San Francisco,Alamo Square,2010-06-30,37.777753,-122.4377415,$735486.00
CA,San Francisco,Alamo Square,2010-07-31,37.777753,-122.4377415,$729704.00
CA,San Francisco,Alamo Square,2010-08-31,37.777753,-122.4377415,$730693.00
CA,San Francisco,Alamo Square,2010-09-30,37.777753,-122.4377415,$730840.00
CA,San Francisco,Alamo Square,2010-10-31,37.777753,-122.4377415,$729720.00
CA,San Francisco,Alamo Square,2010-11-30,37.777753,-122.4377415,$720705.00
CA,San Francisco,Alamo Square,2010-12-31,37.777753,-122.4377415,$707520.00
CA,San Francisco,Alamo Square,2011-01-31,37.777753,-122.4377415,$696470.00
CA,San Francisco,Alamo Square,2011-02-28,37.777753,-122.4377415,$687790.00
CA,San Francisco,Alamo Square,2011-03-31,37.777753,-122.4377415,$685310.00
CA,San Francisco,Alamo Square,2011-04-30,37.777753,-122.4377415,$684056.00
CA,San Francisco,Alamo Square,2011-05-31,37.777753,-122.4377415,$682496.00
CA,San Francisco,Alamo Square,2011-06-30,37.777753,-122.4377415,$675571.00
CA,San Francisco,Alamo Square,2011-07-31,37.777753,-122.4377415,$672067.00
CA,San Francisco,Alamo Square,2011-08-31,37.777753,-122.4377415,$668164.00
CA,San Francisco,Alamo Square,2011-09-30,37.777753,-122.4377415,$667398.00
CA,San Francisco,Alamo Square,2011-10-31,37.777753,-122.4377415,$665304.00
CA,San Francisco,Alamo Square,2011-11-30,37.777753,-122.4377415,$664406.00
CA,San Francisco,Alamo Square,2011-12-31,37.777753,-122.4377415,$663618.00
CA,San Francisco,Alamo Square,2012-01-31,37.777753,-122.4377415,$665567.00
CA,San Francisco,Alamo Square,2012-02-29,37.777753,-122.4377415,$672202.00
CA,San Francisco,Alamo Square,2012-03-31,37.777753,-122.4377415,$679765.00
CA,San Francisco,Alamo Square,2012-04-30,37.777753,-122.4377415,$683776.00
CA,San Francisco,Alamo Square,2012-05-31,37.777753,-122.4377415,$688029.00
CA,San Francisco,Alamo Square,2012-06-30,37.777753,-122.4377415,$696980.00
CA,San Francisco,Alamo Square,2012-07-31,37.777753,-122.4377415,$710324.00
CA,San Francisco,Alamo Square,2012-08-31,37.777753,-122.4377415,$725831.00
CA,San Francisco,Alamo Square,2012-09-30,37.777753,-122.4377415,$741594.00
CA,San Francisco,Alamo Square,2012-10-31,37.777753,-122.4377415,$756337.00
CA,San Francisco,Alamo Square,2012-11-30,37.777753,-122.4377415,$768673.00
CA,San Francisco,Alamo Square,2012-12-31,37.777753,-122.4377415,$779195.00
CA,San Francisco,Alamo Square,2013-01-31,37.777753,-122.4377415,$793474.00
CA,San Francisco,Alamo Square,2013-02-28,37.777753,-122.4377415,$795806.00
CA,San Francisco,Alamo Square,2013-03-31,37.777753,-122.4377415,$800684.00
CA,San Francisco,Alamo Square,2013-04-30,37.777753,-122.4377415,$805881.00
CA,San Francisco,Alamo Square,2013-05-31,37.777753,-122.4377415,$820482.00
CA,San Francisco,Alamo Square,2013-06-30,37.777753,-122.4377415,$835083.00
CA,San Francisco,Alamo Square,2013-07-31,37.777753,-122.4377415,$846383.00
CA,San Francisco,Alamo Square,2013-08-31,37.777753,-122.4377415,$859795.00
CA,San Francisco,Alamo Square,2013-09-30,37.777753,-122.4377415,$869332.00
CA,San Francisco,Alamo Square,2013-10-31,37.777753,-122.4377415,$878307.00
CA,San Francisco,Alamo Square,2013-11-30,37.777753,-122.4377415,$885752.00
CA,San Francisco,Alamo Square,2013-12-31,37.777753,-122.4377415,$900076.00
CA,San Francisco,Alamo Square,2014-01-31,37.777753,-122.4377415,$909338.00
CA,San Francisco,Alamo Square,2014-02-28,37.777753,-122.4377415,$928928.00
CA,San Francisco,Alamo Square,2014-03-31,37.777753,-122.4377415,$942138.00
CA,San Francisco,Alamo Square,2014-04-30,37.777753,-122.4377415,$960699.00
CA,San Francisco,Alamo Square,2014-05-31,37.777753,-122.4377415,$971432.00
CA,San Francisco,Alamo Square,2014-06-30,37.777753,-122.4377415,$979855.00
CA,San Francisco,Alamo Square,2014-07-31,37.777753,-122.4377415,$984997.00
CA,San Francisco,Alamo Square,2014-08-31,37.777753,-122.4377415,$979118.00
CA,San Francisco,Alamo Square,2014-09-30,37.777753,-122.4377415,$976271.00
CA,San Francisco,Alamo Square,2014-10-31,37.777753,-122.4377415,$977533.00
CA,San Francisco,Alamo Square,2014-11-30,37.777753,-122.4377415,$993641.00
CA,San Francisco,Alamo Square,2014-12-31,37.777753,-122.4377415,$1003235.00
CA,San Francisco,Alamo Square,2015-01-31,37.777753,-122.4377415,$1010214.00
CA,San Francisco,Alamo Square,2015-02-28,37.777753,-122.4377415,$1020905.00
CA,San Francisco,Alamo Square,2015-03-31,37.777753,-122.4377415,$1038565.00
CA,San Francisco,Alamo Square,2015-04-30,37.777753,-122.4377415,$1057019.00
CA,San Francisco,Alamo Square,2015-05-31,37.777753,-122.4377415,$1067348.00
CA,San Francisco,Alamo Square,2015-06-30,37.777753,-122.4377415,$1080346.00
CA,San Francisco,Alamo Square,2015-07-31,37.777753,-122.4377415,$1098143.00
CA,San Francisco,Alamo Square,2015-08-31,37.777753,-122.4377415,$1118371.00
CA,San Francisco,Alamo Square,2015-09-30,37.777753,-122.4377415,$1135819.00
CA,San Francisco,Alamo Square,2015-10-31,37.777753,-122.4377415,$1148410.00
CA,San Francisco,Alamo Square,2015-11-30,37.777753,-122.4377415,$1151662.00
CA,San Francisco,Alamo Square,2015-12-31,37.777753,-122.4377415,$1160757.00
CA,San Francisco,Alamo Square,2016-01-31,37.777753,-122.4377415,$1173634.00
CA,San Francisco,Alamo Square,2016-02-29,37.777753,-122.4377415,$1177618.00
CA,San Francisco,Alamo Square,2016-03-31,37.777753,-122.4377415,$1171551.00
CA,San Francisco,Alamo Square,2016-04-30,37.777753,-122.4377415,$1155233.00
CA,San Francisco,Alamo Square,2016-05-31,37.777753,-122.4377415,$1148934.00
CA,San Francisco,Alamo Square,2016-06-30,37.777753,-122.4377415,$1139058.00
CA,San Francisco,Alamo Square,2016-07-31,37.777753,-122.4377415,$1131994.00
CA,San Francisco,Alamo Square,2016-08-31,37.777753,-122.4377415,$1125255.00
CA,San Francisco,Alamo Square,2016-09-30,37.777753,-122.4377415,$1129464.00
CA,San Francisco,Alamo Square,2016-10-31,37.777753,-122.4377415,$1136617.00
CA,San Francisco,Alamo Square,2016-11-30,37.777753,-122.4377415,$1147736.00
CA,San Francisco,Alamo Square,2016-12-31,37.777753,-122.4377415,$1150750.00
CA,San Francisco,Alamo Square,2017-01-31,37.777753,-122.4377415,$1150481.00
CA,San Francisco,Alamo Square,2017-02-28,37.777753,-122.4377415,$1146467.00
CA,San Francisco,Alamo Square,2017-03-31,37.777753,-122.4377415,$1146760.00
CA,San Francisco,Alamo Square,2017-04-30,37.777753,-122.4377415,$1155922.00
CA,San Francisco,Alamo Square,2017-05-31,37.777753,-122.4377415,$1169202.00
CA,San Francisco,Alamo Square,2017-06-30,37.777753,-122.4377415,$1182026.00
CA,San Francisco,Alamo Square,2017-07-31,37.777753,-122.4377415,$1194081.00
CA,San Francisco,Alamo Square,2017-08-31,37.777753,-122.4377415,$1210432.00
CA,San Francisco,Alamo Square,2017-09-30,37.777753,-122.4377415,$1222635.00
CA,San Francisco,Alamo Square,2017-10-31,37.777753,-122.4377415,$1227690.00
CA,San Francisco,Alamo Square,2017-11-30,37.777753,-122.4377415,$1232733.00
CA,San Francisco,Alamo Square,2017-12-31,37.777753,-122.4377415,$1238730.00
CA,San Francisco,Alamo Square,2018-01-31,37.777753,-122.4377415,$1246682.00
CA,San Francisco,Alamo Square,2018-02-28,37.777753,-122.4377415,$1257523.00
CA,San Francisco,Alamo Square,2018-03-31,37.777753,-122.4377415,$1277107.00
CA,San Francisco,Alamo Square,2018-04-30,37.777753,-122.4377415,$1294757.00
CA,San Francisco,Alamo Square,2018-05-31,37.777753,-122.4377415,$1301926.00
CA,San Francisco,Alamo Square,2018-06-30,37.777753,-122.4377415,$1313479.00
CA,San Francisco,Alamo Square,2018-07-31,37.777753,-122.4377415,$1314126.00
CA,San Francisco,Alamo Square,2018-08-31,37.777753,-122.4377415,$1319160.00
CA,San Francisco,Alamo Square,2018-09-30,37.777753,-122.4377415,$1315250.00
CA,San Francisco,Alamo Square,2018-10-31,37.777753,-122.4377415,$1317418.00
CA,San Francisco,Alamo Square,2018-11-30,37.777753,-122.4377415,$1313530.00
CA,San Francisco,Alamo Square,2018-12-31,37.777753,-122.4377415,$1304334.00
CA,San Francisco,Alamo Square,2019-01-31,37.777753,-122.4377415,$1308009.00
CA,San Francisco,Alamo Square,2019-02-28,37.777753,-122.4377415,$1307555.00
CA,San Francisco,Alamo Square,2019-03-31,37.777753,-122.4377415,$1305617.00
CA,San Francisco,Alamo Square,2019-04-30,37.777753,-122.4377415,$1294591.00
CA,San Francisco,Alamo Square,2019-05-31,37.777753,-122.4377415,$1292420.00
CA,San Francisco,Alamo Square,2019-06-30,37.777753,-122.4377415,$1290454.00
CA,San Francisco,Alamo Square,2019-07-31,37.777753,-122.4377415,$1293429.00
CA,San Francisco,Alamo Square,2019-08-31,37.777753,-122.4377415,$1292592.00
CA,San Francisco,Alamo Square,2019-09-30,37.777753,-122.4377415,$1296164.00
CA,San Francisco,Alamo Square,2019-10-31,37.777753,-122.4377415,$1303357.00
CA,San Francisco,Alamo Square,2019-11-30,37.777753,-122.4377415,$1312625.00
CA,San Francisco,Alamo Square,2019-12-31,37.777753,-122.4377415,$1326476.00
CA,San Francisco,Alamo Square,2020-01-31,37.777753,-122.4377415,$1330421.00
CA,San Francisco,Alamo Square,2020-02-29,37.777753,-122.4377415,$1337195.00
CA,San Francisco,Alamo Square,2020-03-31,37.777753,-122.4377415,$1340425.00
CA,San Francisco,Alamo Square,2020-04-30,37.777753,-122.4377415,$1350209.00
CA,San Francisco,Alamo Square,2020-05-31,37.777753,-122.4377415,$1357627.00
CA,San Francisco,Alamo Square,2020-06-30,37.777753,-122.4377415,$1363495.00
CA,San Francisco,Alamo Square,2020-07-31,37.777753,-122.4377415,$1371178.00
CA,San Francisco,Alamo Square,2020-08-31,37.777753,-122.4377415,$1379203.00
CA,San Francisco,Alamo Square,2020-09-30,37.777753,-122.4377415,$1388886.00
CA,San Francisco,Anza Vista,1996-01-31,37.7810132,-122.4454098,$274700.00
CA,San Francisco,Anza Vista,1996-02-29,37.7810132,-122.4454098,$275058.00
CA,San Francisco,Anza Vista,1996-03-31,37.7810132,-122.4454098,$275337.00
CA,San Francisco,Anza Vista,1996-04-30,37.7810132,-122.4454098,$276654.00
CA,San Francisco,Anza Vista,1996-05-31,37.7810132,-122.4454098,$277196.00
CA,San Francisco,Anza Vista,1996-06-30,37.7810132,-122.4454098,$278717.00
CA,San Francisco,Anza Vista,1996-07-31,37.7810132,-122.4454098,$277622.00
CA,San Francisco,Anza Vista,1996-08-31,37.7810132,-122.4454098,$277256.00
CA,San Francisco,Anza Vista,1996-09-30,37.7810132,-122.4454098,$275556.00
CA,San Francisco,Anza Vista,1996-10-31,37.7810132,-122.4454098,$275907.00
CA,San Francisco,Anza Vista,1996-11-30,37.7810132,-122.4454098,$277361.00
CA,San Francisco,Anza Vista,1996-12-31,37.7810132,-122.4454098,$279517.00
CA,San Francisco,Anza Vista,1997-01-31,37.7810132,-122.4454098,$282659.00
CA,San Francisco,Anza Vista,1997-02-28,37.7810132,-122.4454098,$284166.00
CA,San Francisco,Anza Vista,1997-03-31,37.7810132,-122.4454098,$285410.00
CA,San Francisco,Anza Vista,1997-04-30,37.7810132,-122.4454098,$285172.00
CA,San Francisco,Anza Vista,1997-05-31,37.7810132,-122.4454098,$286540.00
CA,San Francisco,Anza Vista,1997-06-30,37.7810132,-122.4454098,$286645.00
CA,San Francisco,Anza Vista,1997-07-31,37.7810132,-122.4454098,$290440.00
CA,San Francisco,Anza Vista,1997-08-31,37.7810132,-122.4454098,$294363.00
CA,San Francisco,Anza Vista,1997-09-30,37.7810132,-122.4454098,$300914.00
CA,San Francisco,Anza Vista,1997-10-31,37.7810132,-122.4454098,$304114.00
CA,San Francisco,Anza Vista,1997-11-30,37.7810132,-122.4454098,$306079.00
CA,San Francisco,Anza Vista,1997-12-31,37.7810132,-122.4454098,$307565.00
CA,San Francisco,Anza Vista,1998-01-31,37.7810132,-122.4454098,$308824.00
CA,San Francisco,Anza Vista,1998-02-28,37.7810132,-122.4454098,$311772.00
CA,San Francisco,Anza Vista,1998-03-31,37.7810132,-122.4454098,$315249.00
CA,San Francisco,Anza Vista,1998-04-30,37.7810132,-122.4454098,$319329.00
CA,San Francisco,Anza Vista,1998-05-31,37.7810132,-122.4454098,$323025.00
CA,San Francisco,Anza Vista,1998-06-30,37.7810132,-122.4454098,$327540.00
CA,San Francisco,Anza Vista,1998-07-31,37.7810132,-122.4454098,$332503.00
CA,San Francisco,Anza Vista,1998-08-31,37.7810132,-122.4454098,$335600.00
CA,San Francisco,Anza Vista,1998-09-30,37.7810132,-122.4454098,$337798.00
CA,San Francisco,Anza Vista,1998-10-31,37.7810132,-122.4454098,$340927.00
CA,San Francisco,Anza Vista,1998-11-30,37.7810132,-122.4454098,$344710.00
CA,San Francisco,Anza Vista,1998-12-31,37.7810132,-122.4454098,$347413.00
CA,San Francisco,Anza Vista,1999-01-31,37.7810132,-122.4454098,$348966.00
CA,San Francisco,Anza Vista,1999-02-28,37.7810132,-122.4454098,$353084.00
CA,San Francisco,Anza Vista,1999-03-31,37.7810132,-122.4454098,$358257.00
